base,ilvl,rarity,sockets,mods,addedMods,removedMods
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[45],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[45],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[49],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Breeding','tier':1,'roll':[8],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[8],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[45],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[41],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[41],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[8],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[8],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[8],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[41],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Teeming','tier':1,'roll':[54],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[54],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[8],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[45],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[45],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[54],'ref':['#% increased Magic Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[17],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[17],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[45],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[23],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[23],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[17],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[15],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[15],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[23],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[20],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[20],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[15],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Shrines','tier':1,'roll':[76],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[76],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[20],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Strongboxes','tier':1,'roll':[90],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]","[{'name':'of Strongboxes','tier':1,'roll':[90],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[76],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Shrines','tier':1,'roll':[75],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[75],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'of Strongboxes','tier':1,'roll':[90],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[37],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[37],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[75],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[42],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[42],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[37],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[41],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[41],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[42],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[41],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[39],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[39],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[25],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[25],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[39],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Spirits','tier':1,'roll':[70],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]","[{'name':'of Spirits','tier':1,'roll':[70],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[25],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[8],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[8],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'of Spirits','tier':1,'roll':[70],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[11],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[11],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[8],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Teeming','tier':1,'roll':[62],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[62],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[11],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Essence','tier':1,'roll':[89],'ref':['Your Maps have #% increased chance to contain Essences'],'type':'explicit'}]","[{'name':'of the Essence','tier':1,'roll':[89],'ref':['Your Maps have #% increased chance to contain Essences'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[62],'ref':['#% increased Magic Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Treasurer\'s','tier':1,'roll':[2],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[2],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'of the Essence','tier':1,'roll':[89],'ref':['Your Maps have #% increased chance to contain Essences'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Summoning','tier':1,'roll':[45],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[45],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[2],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[33],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[33],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[45],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[33],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Exile','tier':1,'roll':[46],'ref':['Your Maps have #% increased chance to contain Rogue Exiles'],'type':'explicit'}]","[{'name':'of the Exile','tier':1,'roll':[46],'ref':['Your Maps have #% increased chance to contain Rogue Exiles'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[40],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[40],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'of the Exile','tier':1,'roll':[46],'ref':['Your Maps have #% increased chance to contain Rogue Exiles'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[17],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[17],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[40],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Treasurer\'s','tier':1,'roll':[2],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[2],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[17],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[8],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[8],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[2],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[40],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[40],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[8],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Spirits','tier':1,'roll':[84],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]","[{'name':'of Spirits','tier':1,'roll':[84],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[40],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Spirits','tier':1,'roll':[94],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]","[{'name':'of Spirits','tier':1,'roll':[94],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]","[{'name':'of Spirits','tier':1,'roll':[84],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Summoning','tier':1,'roll':[45],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[45],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]","[{'name':'of Spirits','tier':1,'roll':[94],'ref':['Your Maps have #% increased chance to contain Azmeri Spirits'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[20],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[20],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[45],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[17],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[17],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[20],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Crystallised','tier':1,'roll':[1],'ref':['Your Maps contain an additional Essence'],'type':'explicit'}]","[{'name':'Crystallised','tier':1,'roll':[1],'ref':['Your Maps contain an additional Essence'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[17],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Azmeri\'s','tier':1,'roll':[1],'ref':['Area contains # additional Azmeri Spirit'],'type':'explicit'}]","[{'name':'Azmeri\'s','tier':1,'roll':[1],'ref':['Area contains # additional Azmeri Spirit'],'type':'explicit'}]","[{'name':'Crystallised','tier':1,'roll':[1],'ref':['Your Maps contain an additional Essence'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Breeding','tier':1,'roll':[10],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[10],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Azmeri\'s','tier':1,'roll':[1],'ref':['Area contains # additional Azmeri Spirit'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Strongboxes','tier':1,'roll':[90],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]","[{'name':'of Strongboxes','tier':1,'roll':[90],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[10],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Teeming','tier':1,'roll':[59],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[59],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'of Strongboxes','tier':1,'roll':[90],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Devoted','tier':1,'roll':[1],'ref':['Your Maps contain an additional Shrine'],'type':'explicit'}]","[{'name':'of the Devoted','tier':1,'roll':[1],'ref':['Your Maps contain an additional Shrine'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[59],'ref':['#% increased Magic Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[29],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[29],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'of the Devoted','tier':1,'roll':[1],'ref':['Your Maps contain an additional Shrine'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Essence','tier':1,'roll':[84],'ref':['Your Maps have #% increased chance to contain Essences'],'type':'explicit'}]","[{'name':'of the Essence','tier':1,'roll':[84],'ref':['Your Maps have #% increased chance to contain Essences'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[29],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[10],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[10],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'of the Essence','tier':1,'roll':[84],'ref':['Your Maps have #% increased chance to contain Essences'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[39],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[39],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[10],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[18],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[18],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[39],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[40],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[40],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[18],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[23],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[23],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[40],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Teeming','tier':1,'roll':[62],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[62],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[23],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[44],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[44],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[62],'ref':['#% increased Magic Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[44],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[31],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[31],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[31],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[19],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[19],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Teeming','tier':1,'roll':[51],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[51],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[19],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Shrines','tier':1,'roll':[84],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[84],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[51],'ref':['#% increased Magic Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Summoning','tier':1,'roll':[44],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[44],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[84],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Exiled','tier':1,'roll':[1],'ref':['Your Maps are inhabited by # additional Rogue Exile'],'type':'explicit'}]","[{'name':'Exiled','tier':1,'roll':[1],'ref':['Your Maps are inhabited by # additional Rogue Exile'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[44],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Exiled','tier':1,'roll':[1],'ref':['Your Maps are inhabited by # additional Rogue Exile'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[31],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[31],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[44],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[44],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[31],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[11],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[11],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[44],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[32],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[32],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[11],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Antiquarian','tier':1,'roll':[1],'ref':['Your Maps contain # additional Strongboxes'],'type':'explicit'}]","[{'name':'of the Antiquarian','tier':1,'roll':[1],'ref':['Your Maps contain # additional Strongboxes'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[32],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[30],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[30],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Antiquarian','tier':1,'roll':[1],'ref':['Your Maps contain # additional Strongboxes'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[13],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[13],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[30],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Treasurer\'s','tier':1,'roll':[2],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[2],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[13],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Breeding','tier':1,'roll':[9],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[9],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[2],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]"
